RecommendationId,calc_cat_avg,calc_cat_avg_bus_avg
1,3.685407398,3.5859788736328277
20,3.685407398,3.5859788736328277
22307,4.0027854375,4.133476638546399
22613,3.6152075697499995,3.5935391883030716
3822,3.798201051,3.58519610663598
13140,3.798201051,3.58519610663598
1798,3.798201051,3.58519610663598
1054,3.798201051,3.58519610663598
3701,3.798201051,3.58519610663598
21309,3.798201051,3.58519610663598
16468,3.798201051,3.58519610663598
8417,3.798201051,3.58519610663598
14950,3.798201051,3.58519610663598
18775,3.798201051,3.58519610663598
17386,3.798201051,3.58519610663598
493,3.798201051,3.58519610663598
13131,3.798201051,3.58519610663598
22730,3.798201051,3.58519610663598
22434,3.798201051,3.58519610663598
8742,3.798201051,3.58519610663598
3181,3.798201051,3.58519610663598
7764,3.798201051,3.58519610663598
10897,3.798201051,3.58519610663598
13636,3.798201051,3.58519610663598
17249,3.798201051,3.58519610663598
21581,3.798201051,3.58519610663598
2,3.7583564259999998,3.581955687007057
446,3.7583564259999998,3.581955687007057
463,3.7583564259999998,3.581955687007057
2889,3.7583564259999998,3.581955687007057
3042,3.7583564259999998,3.581955687007057
3962,3.7583564259999998,3.581955687007057
4072,3.7583564259999998,3.581955687007057
5239,3.7583564259999998,3.581955687007057
5280,3.7583564259999998,3.581955687007057
6897,3.7583564259999998,3.581955687007057
7275,3.7583564259999998,3.581955687007057
7694,3.7583564259999998,3.581955687007057
10499,3.7583564259999998,3.581955687007057
11565,3.7583564259999998,3.581955687007057
12873,3.7583564259999998,3.581955687007057
12876,3.7583564259999998,3.581955687007057
13363,3.7583564259999998,3.581955687007057
17740,3.7583564259999998,3.581955687007057
18594,3.7583564259999998,3.581955687007057
19555,3.7583564259999998,3.581955687007057
19770,3.7583564259999998,3.581955687007057
2359,3.7577735643333336,3.599912788728578
16267,3.7577735643333336,3.599912788728578
22360,3.7577735643333336,3.599912788728578
14043,3.7577735643333336,3.599912788728578
12070,3.7577735643333336,3.599912788728578
1055,3.7577735643333336,3.599912788728578
14707,3.7577735643333336,3.599912788728578
15670,3.7577735643333336,3.599912788728578
16064,3.7577735643333336,3.599912788728578
1370,3.7577735643333336,3.599912788728578
10248,3.7577735643333336,3.599912788728578
659,3.7577735643333336,3.599912788728578
9569,3.7577735643333336,3.599912788728578
15750,3.7577735643333336,3.599912788728578
962,3.7577735643333336,3.599912788728578
8540,3.7577735643333336,3.599912788728578
17709,3.7577735643333336,3.599912788728578
17804,3.7577735643333336,3.599912788728578
11527,3.7577735643333336,3.599912788728578
10934,3.7577735643333336,3.599912788728578
18240,3.7577735643333336,3.599912788728578
746,3.7577735643333336,3.599912788728578
5843,3.7577735643333336,3.599912788728578
9028,3.7577735643333336,3.599912788728578
13421,3.7577735643333336,3.599912788728578
5621,3.7577735643333336,3.599912788728578
357,3.7577735643333336,3.599912788728578
866,3.7577735643333336,3.599912788728578
968,3.7577735643333336,3.599912788728578
1932,3.7577735643333336,3.599912788728578
3664,3.7577735643333336,3.599912788728578
3809,3.7577735643333336,3.599912788728578
4553,3.7577735643333336,3.599912788728578
4766,3.7577735643333336,3.599912788728578
6965,3.7577735643333336,3.599912788728578
7420,3.7577735643333336,3.599912788728578
7836,3.7577735643333336,3.599912788728578
8422,3.7577735643333336,3.599912788728578
8778,3.7577735643333336,3.599912788728578
8812,3.7577735643333336,3.599912788728578
9273,3.7577735643333336,3.599912788728578
9940,3.7577735643333336,3.599912788728578
10002,3.7577735643333336,3.599912788728578
10069,3.7577735643333336,3.599912788728578
10564,3.7577735643333336,3.599912788728578
11025,3.7577735643333336,3.599912788728578
11364,3.7577735643333336,3.599912788728578
11402,3.7577735643333336,3.599912788728578
11648,3.7577735643333336,3.599912788728578
12174,3.7577735643333336,3.599912788728578
12403,3.7577735643333336,3.599912788728578
12702,3.7577735643333336,3.599912788728578
12994,3.7577735643333336,3.599912788728578
13127,3.7577735643333336,3.599912788728578
14273,3.7577735643333336,3.599912788728578
14413,3.7577735643333336,3.599912788728578
16752,3.7577735643333336,3.599912788728578
17102,3.7577735643333336,3.599912788728578
17836,3.7577735643333336,3.599912788728578
17842,3.7577735643333336,3.599912788728578
18709,3.7577735643333336,3.599912788728578
18759,3.7577735643333336,3.599912788728578
19220,3.7577735643333336,3.599912788728578
21167,3.7577735643333336,3.599912788728578
21173,3.7577735643333336,3.599912788728578
21187,3.7577735643333336,3.599912788728578
21382,3.7577735643333336,3.599912788728578
22058,3.7577735643333336,3.599912788728578
22128,3.7577735643333336,3.599912788728578
1786,3.742183124333333,3.6737407557720054
18112,3.742183124333333,3.6737407557720054
9131,3.742183124333333,3.6737407557720054
6234,3.742183124333333,3.6737407557720054
6573,3.742183124333333,3.6737407557720054
13849,3.742183124333333,3.6737407557720054
14719,3.742183124333333,3.6737407557720054
17332,3.742183124333333,3.6737407557720054
18794,3.742183124333333,3.6737407557720054
21363,3.742183124333333,3.6737407557720054
2391,3.59726884,3.373674242424242
11336,3.59726884,3.373674242424242
16275,3.59726884,3.373674242424242
2046,3.59726884,3.373674242424242
17918,3.59726884,3.373674242424242
3993,3.59726884,3.373674242424242
6580,3.59726884,3.373674242424242
1426,3.59726884,3.373674242424242
4735,3.59726884,3.373674242424242
13085,3.59726884,3.373674242424242
7923,3.59726884,3.373674242424242
8466,3.59726884,3.373674242424242
10989,3.59726884,3.373674242424242
12535,3.59726884,3.373674242424242
2834,3.59726884,3.373674242424242
5368,3.59726884,3.373674242424242
12138,3.59726884,3.373674242424242
10428,3.59726884,3.373674242424242
7082,3.59726884,3.373674242424242
12155,3.59726884,3.373674242424242
116,3.59726884,3.373674242424242
426,3.59726884,3.373674242424242
568,3.59726884,3.373674242424242
628,3.59726884,3.373674242424242
1175,3.59726884,3.373674242424242
1207,3.59726884,3.373674242424242
1442,3.59726884,3.373674242424242
1586,3.59726884,3.373674242424242
1609,3.59726884,3.373674242424242
1763,3.59726884,3.373674242424242
2109,3.59726884,3.373674242424242
2246,3.59726884,3.373674242424242
2294,3.59726884,3.373674242424242
3256,3.59726884,3.373674242424242
3362,3.59726884,3.373674242424242
3431,3.59726884,3.373674242424242
3501,3.59726884,3.373674242424242
3669,3.59726884,3.373674242424242
4696,3.59726884,3.373674242424242
4951,3.59726884,3.373674242424242
5194,3.59726884,3.373674242424242
5996,3.59726884,3.373674242424242
6535,3.59726884,3.373674242424242
6800,3.59726884,3.373674242424242
7010,3.59726884,3.373674242424242
7176,3.59726884,3.373674242424242
7629,3.59726884,3.373674242424242
8406,3.59726884,3.373674242424242
8911,3.59726884,3.373674242424242
9200,3.59726884,3.373674242424242
9448,3.59726884,3.373674242424242
9878,3.59726884,3.373674242424242
10029,3.59726884,3.373674242424242
10039,3.59726884,3.373674242424242
10076,3.59726884,3.373674242424242
10161,3.59726884,3.373674242424242
10533,3.59726884,3.373674242424242
10607,3.59726884,3.373674242424242
10963,3.59726884,3.373674242424242
10995,3.59726884,3.373674242424242
11291,3.59726884,3.373674242424242
11389,3.59726884,3.373674242424242
12642,3.59726884,3.373674242424242
13730,3.59726884,3.373674242424242
14026,3.59726884,3.373674242424242
16002,3.59726884,3.373674242424242
16415,3.59726884,3.373674242424242
16779,3.59726884,3.373674242424242
17385,3.59726884,3.373674242424242
17463,3.59726884,3.373674242424242
17539,3.59726884,3.373674242424242
17587,3.59726884,3.373674242424242
18267,3.59726884,3.373674242424242
18516,3.59726884,3.373674242424242
18628,3.59726884,3.373674242424242
18941,3.59726884,3.373674242424242
19869,3.59726884,3.373674242424242
19923,3.59726884,3.373674242424242
20006,3.59726884,3.373674242424242
20377,3.59726884,3.373674242424242
21110,3.59726884,3.373674242424242
21368,3.59726884,3.373674242424242
21422,3.59726884,3.373674242424242
22168,3.59726884,3.373674242424242
22852,3.59726884,3.373674242424242
19433,3.940112229,3.8037280701754392
18033,3.940112229,3.8037280701754392
3590,3.940112229,3.8037280701754392
3753,3.940112229,3.8037280701754392
286,3.940112229,3.8037280701754392
744,3.940112229,3.8037280701754392
7276,3.940112229,3.8037280701754392
8431,3.940112229,3.8037280701754392
9813,3.940112229,3.8037280701754392
9897,3.940112229,3.8037280701754392
16033,3.940112229,3.8037280701754392
7525,4.095456973,4.079798840777362
20408,4.095456973,4.079798840777362
17657,4.095456973,4.079798840777362
20860,4.095456973,4.079798840777362
602,4.095456973,4.079798840777362
1332,4.095456973,4.079798840777362
3125,4.095456973,4.079798840777362
11424,4.095456973,4.079798840777362
15668,4.095456973,4.079798840777362
2162,4.095456973,4.079798840777362
4998,4.095456973,4.079798840777362
11030,4.095456973,4.079798840777362
1062,4.095456973,4.079798840777362
2030,3.8433958164,3.6268178941033433
12855,3.8433958164,3.6268178941033433
22690,3.8433958164,3.6268178941033433
12203,3.8433958164,3.6268178941033433
5246,3.8433958164,3.6268178941033433
19161,3.8433958164,3.6268178941033433
11979,3.8433958164,3.6268178941033433
12522,3.8433958164,3.6268178941033433
15961,3.8433958164,3.6268178941033433
2083,3.8433958164,3.6268178941033433
1481,3.8433958164,3.6268178941033433
12417,3.8433958164,3.6268178941033433
1559,3.8433958164,3.6268178941033433
9770,3.8433958164,3.6268178941033433
11927,3.8433958164,3.6268178941033433
21618,3.8433958164,3.6268178941033433
20759,3.8433958164,3.6268178941033433
18823,3.8433958164,3.6268178941033433
12878,3.8433958164,3.6268178941033433
21074,3.8433958164,3.6268178941033433
2712,3.8433958164,3.6268178941033433
21087,3.8433958164,3.6268178941033433
7552,3.8433958164,3.6268178941033433
11928,3.8433958164,3.6268178941033433
2771,3.8433958164,3.6268178941033433
9118,3.8433958164,3.6268178941033433
20410,3.8433958164,3.6268178941033433
2621,3.8433958164,3.6268178941033433
2308,3.8433958164,3.6268178941033433
3226,3.8433958164,3.6268178941033433
3610,3.8433958164,3.6268178941033433
6801,3.8433958164,3.6268178941033433
7019,3.8433958164,3.6268178941033433
9612,3.8433958164,3.6268178941033433
12013,3.8433958164,3.6268178941033433
19422,3.8433958164,3.6268178941033433
20339,3.8433958164,3.6268178941033433
21627,3.8433958164,3.6268178941033433
21722,3.8433958164,3.6268178941033433
22500,3.8433958164,3.6268178941033433
22918,3.8433958164,3.6268178941033433
11437,3.85272810125,3.6685300708618493
20645,3.85272810125,3.6685300708618493
10119,3.85272810125,3.6685300708618493
17467,3.85272810125,3.6685300708618493
21480,3.85272810125,3.6685300708618493
16070,3.85272810125,3.6685300708618493
12264,3.85272810125,3.6685300708618493
17701,3.85272810125,3.6685300708618493
5143,3.85272810125,3.6685300708618493
6146,3.85272810125,3.6685300708618493
1666,3.85272810125,3.6685300708618493
8024,3.85272810125,3.6685300708618493
8734,3.85272810125,3.6685300708618493
13881,3.85272810125,3.6685300708618493
17621,3.85272810125,3.6685300708618493
18678,3.85272810125,3.6685300708618493
19088,3.85272810125,3.6685300708618493
20411,3.85272810125,3.6685300708618493
11279,3.7049179690000003,3.4727593169804623
1973,3.7049179690000003,3.4727593169804623
10704,3.7049179690000003,3.4727593169804623
2983,3.7049179690000003,3.4727593169804623
19281,3.828070037,3.7624306276226145
14207,3.828070037,3.7624306276226145
2400,3.7357188914,3.530291364549856
14103,3.7357188914,3.530291364549856
3272,3.7357188914,3.530291364549856
7495,3.7357188914,3.530291364549856
3655,3.7357188914,3.530291364549856
6870,3.7357188914,3.530291364549856
11628,3.7357188914,3.530291364549856
10083,3.7357188914,3.530291364549856
2725,3.7357188914,3.530291364549856
9743,3.7357188914,3.530291364549856
6533,3.7357188914,3.530291364549856
20743,3.7357188914,3.530291364549856
11174,3.7357188914,3.530291364549856
20384,3.7357188914,3.530291364549856
19359,3.7357188914,3.530291364549856
9427,3.7357188914,3.530291364549856
6434,3.7357188914,3.530291364549856
8131,3.7357188914,3.530291364549856
3461,3.7357188914,3.530291364549856
10761,3.7357188914,3.530291364549856
10789,3.7357188914,3.530291364549856
11006,3.7357188914,3.530291364549856
19387,3.7357188914,3.530291364549856
22577,3.7357188914,3.530291364549856
19100,3.7357188914,3.530291364549856
8249,3.7357188914,3.530291364549856
2614,3.7357188914,3.530291364549856
146,3.7357188914,3.530291364549856
927,3.7357188914,3.530291364549856
1119,3.7357188914,3.530291364549856
1187,3.7357188914,3.530291364549856
1338,3.7357188914,3.530291364549856
1558,3.7357188914,3.530291364549856
1841,3.7357188914,3.530291364549856
2182,3.7357188914,3.530291364549856
2382,3.7357188914,3.530291364549856
2653,3.7357188914,3.530291364549856
2885,3.7357188914,3.530291364549856
2979,3.7357188914,3.530291364549856
3000,3.7357188914,3.530291364549856
3530,3.7357188914,3.530291364549856
3586,3.7357188914,3.530291364549856
